Open_x,High_x,Low_x,Close_x,Adj Close,Volume_x,Open_y,High_y,Low_y,Close_y,Volume_y
1011.4600219726562,1033.8699951171875,1008.7899780273438,1029.9100341796875,1029.9100341796875,201278000,201.09915841974944,201.7407173820744,200.78277078993125,201.55615234375,80563200.0
1031.3299560546875,1045.9000244140625,1015.1599731445312,1042.9000244140625,1042.9000244140625,155064000,201.14308700431687,201.5473652952417,200.853063897612,201.19581604003903,57790100.0
1043.52001953125,1043.6300048828125,1022.3699951171876,1027.3399658203125,1027.3399658203125,114208000,201.14308700431687,201.5473652952417,200.853063897612,201.19581604003903,57790100.0
1028.4000244140625,1044.6400146484375,1028.1600341796875,1038.1500244140625,1038.1500244140625,111762000,201.14308700431687,201.5473652952417,200.853063897612,201.19581604003903,57790100.0
1040.1400146484375,1061.9300537109375,1040.1400146484375,1061.3499755859375,1061.3499755859375,146007008,201.5913178507888,201.8373956331304,201.0112716165978,201.20462036132807,57931200.0
1062.3199462890625,1078.969970703125,1037.489990234375,1063.0699462890625,1063.0699462890625,201855008,201.20461838184315,201.6000995702704,200.65093667190507,201.46827697753903,51566200.0
1064.699951171875,1088.989990234375,953.343994140625,994.3829956054688,994.3829956054688,407220000,201.4682573628856,202.9710884146423,201.4682573628856,202.6634979248047,65955200.0
995.6320190429688,998.905029296875,946.6909790039062,988.6740112304688,988.6740112304688,190452000,203.01503140044127,203.691751926641,202.68106298824864,203.46324157714844,66015900.0
988.8980102539062,1009.2899780273438,982.8300170898438,1004.4500122070312,1004.4500122070312,102261000,203.9642525975228,204.8343220946251,203.93788807429868,204.57066345214844,55182100.0
1003.52001953125,1004.760009765625,996.9210205078124,999.1810302734376,999.1810302734376,67530000,203.9642525975228,204.8343220946251,203.93788807429868,204.57066345214844,55182100.0
998.885009765625,1002.0999755859376,976.0020141601562,990.6420288085938,990.6420288085938,100607000,203.9642525975228,204.8343220946251,203.93788807429868,204.57066345214844,55182100.0
991.7349853515624,1011.510009765625,986.4710083007812,1004.5499877929688,1004.5499877929688,137946000,204.38601722016296,205.3967060466188,204.034481443275,205.38790893554688,71109000.0
1006.2100219726562,1008.8400268554688,1001.5800170898438,1007.47998046875,1007.47998046875,89759400,205.16825939369792,206.6535233209076,205.115530351824,206.46017456054688,86785800.0
1007.6500244140624,1033.3699951171875,1007.6500244140624,1027.43994140625,1027.43994140625,122277000,206.48651048769517,206.67107551893017,205.5197802299968,206.2843780517578,84722400.0
1026.1199951171875,1053.1700439453125,1025.6400146484375,1046.2099609375,1046.2099609375,136474000,205.60768136034525,206.60957336425784,205.59010054336875,206.6095733642578,77204100.0
1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,1054.4200439453125,99073504,206.98744688347077,208.01570320758395,206.97864977157772,207.8399353027344,88946100.0
1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,1047.8699951171875,77423296,206.98744688347077,208.01570320758395,206.97864977157772,207.8399353027344,88946100.0
1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,1079.97998046875,109478000,206.98744688347077,208.01570320758395,206.97864977157772,207.8399353027344,88946100.0
1079.280029296875,1117.25,1076.9300537109375,1115.300048828125,1115.300048828125,186868992,206.98744688347077,208.01570320758395,206.97864977157772,207.8399353027344,88946100.0
1114.800048828125,1125.3900146484375,1100.550048828125,1117.43994140625,1117.43994140625,136100000,207.4269290287756,207.8839230220057,207.25994478076507,207.65542602539065,62115200.0
1117.27001953125,1176.6199951171875,1116.9599609375,1166.719970703125,1166.719970703125,189454000,208.18273328862728,208.20030069582157,207.0226407225501,207.7960357666016,74615900.0
1172.7099609375,1200.3900146484375,1131.9599609375,1173.6800537109375,1173.6800537109375,330759008,206.9347159335647,208.10357852457656,206.890770605202,208.0596466064453,82381600.0
1170.4100341796875,1174.8499755859375,1124.5899658203125,1143.8399658203125,1143.8399658203125,139960992,207.97177992313823,208.5606098424257,207.71691844562656,208.3848419189453,56515400.0
1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,1165.199951171875,116486000,207.97177992313823,208.5606098424257,207.71691844562656,208.3848419189453,56515400.0
1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,1179.969970703125,131570000,207.97177992313823,208.5606098424257,207.71691844562656,208.3848419189453,56515400.0
1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,1179.969970703125,184956000,207.9981098131635,208.2441875471151,207.42686080439677,207.8223419189453,96961900.0
1180.0400390625,1222.5,1179.68994140625,1222.5,1222.5,229056992,209.5097942386676,211.20598772952752,209.4922134214441,210.7313995361328,149158200.0
1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,1251.010009765625,368275008,210.5380266253159,210.54682373803564,209.3515830984017,209.40431213378903,70246000.0
1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,1274.989990234375,315739008,209.3164195602333,209.70311702985995,208.92972209060665,209.5361328125,81974300.0
1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,1255.1500244140625,183270000,208.72763585447515,209.2725205494304,208.29699295702736,208.9122009277344,55391500.0
1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,1267.1199951171875,134127000,208.72763585447515,209.2725205494304,208.29699295702736,208.9122009277344,55391500.0
1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,1272.8299560546875,153656992,208.72763585447515,209.2725205494304,208.29699295702736,208.9122009277344,55391500.0
1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,1223.5400390625,291256000,208.60456513169217,208.96489810867564,208.07724792585128,208.2881774902344,65103700.0
1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,1150.0,332603008,208.58697830070943,208.8506368960272,207.7608542934896,207.90147399902344,78168800.0
1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,1188.489990234375,212283008,208.024495662556,208.4990837768744,207.18080431968428,208.1651153564453,90683900.0
1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,1116.719970703125,563795968,209.1406547998046,209.18460013296837,207.92783333769663,208.8945770263672,81991700.0
1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,1175.8299560546875,283320000,208.8330310547573,209.04396058778136,208.49907605692545,209.00001525878903,57256800.0
1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,1221.3800048828125,227176000,208.8330310547573,209.04396058778136,208.49907605692545,209.00001525878903,57256800.0
1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,1231.9200439453125,380276992,208.8330310547573,209.04396058778136,208.49907605692545,209.00001525878903,57256800.0
1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,1240.0,245306000,208.44633409830456,208.4990765393563,207.5762782693094,208.20025634765625,59880800.0
1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,1249.6099853515625,297804992,208.78033263839316,210.4325806971118,208.54303855522463,210.0019378662109,96081800.0
1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,1187.81005859375,638568000,210.1425488885938,210.2216424429692,209.254912154504,209.5888671875,78344000.0
1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,1100.22998046875,706598976,209.8563227895356,210.0505126830623,209.2207946777344,209.2207946777344,89002100.0
1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640624,973.8179931640624,621302016,209.22077823822931,209.51206305563167,208.59408555992303,208.9912872314453,52537000.0
976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,1036.739990234375,406648000,209.22077823822931,209.51206305563167,208.59408555992303,208.9912872314453,52537000.0
1037.239990234375,1063.030029296875,1036.6800537109375,1054.22998046875,1054.22998046875,286529984,209.22077823822931,209.51206305563167,208.59408555992303,208.9912872314453,52537000.0
1055.3599853515625,1122.4300537109375,1055.3599853515625,1120.5400390625,1120.5400390625,337391008,209.60916749242892,209.7327416506924,206.1755568072104,206.30795288085935,131809300.0
1120.6500244140625,1120.6500244140625,1014.2100219726562,1049.1400146484375,1049.1400146484375,380840992,206.3432816226267,207.08472662302685,205.70775348840544,206.7934417724609,97569200.0
1050.050048828125,1058.010009765625,1028.9300537109375,1038.5899658203125,1038.5899658203125,248540000,206.7934382782324,207.7290731632002,206.193224755262,206.57276916503903,100410300.0
1038.449951171875,1040.469970703125,934.3579711914062,937.52001953125,937.52001953125,491038016,206.88170975659267,207.46426597493004,205.6283108193005,206.42271423339844,112504900.0
936.5399780273438,975.760986328125,903.7130126953124,972.7789916992188,972.7789916992188,435803008,204.7191813445112,206.47571266127417,204.43673183069131,206.21090698242188,87454500.0
974.0150146484376,1007.9600219726562,954.1859741210938,966.7249755859376,966.7249755859376,303668000,204.7191813445112,206.47571266127417,204.43673183069131,206.21090698242188,87454500.0
972.0549926757812,1046.4000244140625,971.9840087890624,1045.77001953125,1045.77001953125,372535008,204.7191813445112,206.47571266127417,204.43673183069131,206.21090698242188,87454500.0
1044.5799560546875,1064.6500244140625,1027.72998046875,1047.1500244140625,1047.1500244140625,326332000,205.9019363902784,208.1439286158292,205.78718414343564,207.71142578125,93483900.0
1046.0799560546875,1055.1300048828125,1015.8800048828124,1039.969970703125,1039.969970703125,298457984,207.42016307198188,208.14395082445336,207.19065855380865,207.90562438964844,61950400.0
1042.2099609375,1049.2900390625,1020.0399780273438,1026.4300537109375,1026.4300537109375,352968992,207.84386962910745,208.7706827954061,207.6673369947117,208.56765747070312,56737900.0
1026.6400146484375,1074.9200439453125,1026.6400146484375,1071.7900390625,1071.7900390625,447287008,208.2233865867993,208.76181980508568,208.02919667406815,208.0821685791016,73733100.0
1071.7099609375,1091.719970703125,1061.0899658203125,1080.5,1080.5,289633984,208.13507378133403,208.3380855586928,206.46681611670283,207.72021484375,85546500.0
1080.6099853515625,1107.5899658203125,1075.449951171875,1102.1700439453125,1102.1700439453125,514187008,208.13507378133403,208.3380855586928,206.46681611670283,207.72021484375,85546500.0
1102.949951171875,1151.739990234375,1102.949951171875,1143.81005859375,1143.81005859375,580444032,208.13507378133403,208.3380855586928,206.46681611670283,207.72021484375,85546500.0
1145.52001953125,1156.43994140625,1120.52001953125,1133.25,1133.25,436310016,207.42901063391437,207.94096470192085,207.0406307569041,207.85269165039065,56466200.0
1134.1400146484375,1135.0899658203125,1113.6300048828125,1124.780029296875,1124.780029296875,414784000,208.54111372233524,209.53854232748395,207.0229092928552,207.23475646972656,108800600.0
1125.81005859375,1188.3699951171875,1125.81005859375,1182.6800537109375,1182.6800537109375,511222016,207.3760292819671,208.34696539865843,206.9258556249003,207.8173675537109,69135800.0
1178.93994140625,1186.5799560546875,1163.3900146484375,1176.9000244140625,1176.9000244140625,317022016,207.56139326225767,208.3116737458064,207.11123305327396,207.60552978515625,74412300.0
1172.6500244140625,1184.97998046875,1162.5799560546875,1175.949951171875,1175.949951171875,209312000,207.7467069808774,208.5411103111487,207.19061656854413,207.7290496826172,67615300.0
1176.5699462890625,1197.2099609375,1171.8599853515625,1187.8699951171875,1187.8699951171875,242343008,207.7467069808774,208.5411103111487,207.19061656854413,207.7290496826172,67615300.0
1187.300048828125,1190.3399658203125,1179.0400390625,1187.1300048828125,1187.1300048828125,215883008,207.7467069808774,208.5411103111487,207.19061656854413,207.7290496826172,67615300.0
1187.4599609375,1208.0699462890625,1187.4599609375,1205.010009765625,1205.010009765625,216182000,207.3407021228858,207.58785046261096,205.96372895339584,207.48193359375,88045300.0
1204.81005859375,1207.1400146484375,1196.760009765625,1200.3699951171875,1200.3699951171875,288702016,207.19947537268047,207.39366526977656,206.34327813600456,206.57276916503903,81864400.0
1201.02001953125,1205.8900146484375,1156.43994140625,1169.280029296875,1169.280029296875,351968992,206.22847704935648,206.97875724396624,205.2310485839844,205.2310485839844,92880400.0
1170.3299560546875,1190.800048828125,1159.7900390625,1167.5400390625,1167.5400390625,254827008,205.76072482673771,207.0494384765625,205.5577129976374,207.0494384765625,68405400.0
1167.300048828125,1188.0,1164.9599609375,1172.52001953125,1172.52001953125,203559008,205.76072482673771,207.0494384765625,205.5577129976374,207.0494384765625,68405400.0
1172.6099853515625,1187.219970703125,1172.6099853515625,1182.93994140625,1182.93994140625,183231008,205.76072482673771,207.0494384765625,205.5577129976374,207.0494384765625,68405400.0
1183.25,1194.9000244140625,1172.6500244140625,1193.9100341796875,1193.9100341796875,253206000,205.76072482673771,207.0494384765625,205.5577129976374,207.0494384765625,68405400.0
1193.77001953125,1217.5699462890625,1193.77001953125,1211.6700439453125,1211.6700439453125,270524000,206.29918348249103,206.97884826024676,205.73427097682543,206.43157958984372,83225800.0
1212.1300048828125,1215.510009765625,1205.0799560546875,1210.2900390625,1210.2900390625,288060992,207.00526351966036,207.3848078891812,205.82246696228088,206.05197143554688,68699900.0
1211.0799560546875,1240.7900390625,1208.4100341796875,1229.0799560546875,1229.0799560546875,315108000,206.6786626675753,208.17922324253357,206.3520767269084,207.7290496826172,92572200.0
1229.4200439453125,1235.93994140625,1215.56005859375,1222.050048828125,1222.050048828125,272167008,207.64963205952355,207.70259049083683,206.6610387588117,207.0670623779297,110389800.0
1222.7099609375,1235.56005859375,1208.469970703125,1231.7099609375,1231.7099609375,249320000,209.35315174801968,209.55617698797016,207.0405442251017,209.3443298339844,119209900.0
1231.9200439453125,1232.199951171875,1203.93994140625,1207.2099609375,1207.2099609375,258951008,209.35315174801968,209.55617698797016,207.0405442251017,209.3443298339844,119209900.0
1209.6300048828125,1250.93994140625,1209.6300048828125,1250.1500244140625,1250.1500244140625,235806000,209.35315174801968,209.55617698797016,207.0405442251017,209.3443298339844,119209900.0
1250.449951171875,1267.5799560546875,1249.969970703125,1265.489990234375,1265.489990234375,242556000,209.99754187627576,210.9155193900162,209.90926885039357,210.5624542236328,76698300.0
1265.989990234375,1294.8299560546875,1265.9300537109375,1281.0799560546875,1281.0799560546875,329631008,210.52716392197323,211.42749770929947,210.38594592026607,210.43006896972656,84702500.0
1281.8800048828125,1319.699951171875,1281.300048828125,1317.72998046875,1317.72998046875,449196992,210.75668181395764,210.9155571266841,210.05935980301356,210.60662841796875,57410300.0
1317.739990234375,1331.280029296875,1292.3699951171875,1316.47998046875,1316.47998046875,527488992,210.8714471540376,210.897926376159,210.01524972257397,210.1476593017578,63532800.0
1317.8399658203125,1327.199951171875,1315.2099609375,1321.7900390625,1321.7900390625,422705984,210.6771850585937,211.10970131940692,210.2535041811796,210.67718505859372,66882500.0
1321.8699951171875,1347.9100341796875,1314.9200439453125,1347.8900146484375,1347.8900146484375,413115008,210.6771850585937,211.10970131940692,210.2535041811796,210.67718505859372,66882500.0
1348.300048828125,1434.3199462890625,1348.300048828125,1421.5999755859375,1421.5999755859375,713624000,210.6771850585937,211.10970131940692,210.2535041811796,210.67718505859372,66882500.0
1421.030029296875,1473.9000244140625,1415.68994140625,1452.8199462890625,1452.8199462890625,477337984,210.8184331778486,210.9420073380566,210.34179383663863,210.75665283203125,57375700.0
1453.780029296875,1492.77001953125,1447.489990234375,1490.0899658203125,1490.0899658203125,583795968,210.75663981663504,210.8537347557004,209.81216963949248,210.5006561279297,73137700.0
1490.719970703125,1608.9100341796875,1490.719970703125,1537.6700439453125,1537.6700439453125,933548992,210.80959654445147,210.8890341843449,209.88278367331105,210.747802734375,61462700.0
1540.8699951171875,1618.030029296875,1530.31005859375,1555.449951171875,1555.449951171875,946035968,211.1274002455799,211.595217726512,210.67722659778025,211.5775604248047,62001300.0
1556.81005859375,1578.800048828125,1542.5,1578.800048828125,1578.800048828125,582529984,211.62167397432304,211.7717273511104,211.1097200289801,211.542236328125,48385700.0
1579.469970703125,1596.719970703125,1559.760009765625,1596.7099609375,1596.7099609375,1080029952,211.62167397432304,211.7717273511104,211.1097200289801,211.542236328125,48385700.0
1596.9200439453125,1723.3499755859375,1596.9200439453125,1723.3499755859375,1723.3499755859375,1340320000,211.62167397432304,211.7717273511104,211.1097200289801,211.542236328125,48385700.0
1723.8900146484375,1833.489990234375,1716.300048828125,1755.3599853515625,1755.3599853515625,1167920000,211.8070637991956,212.01007562772293,210.9949895479367,211.3480682373047,51363200.0
1756.52001953125,1788.43994140625,1719.0999755859375,1787.1300048828125,1787.1300048828125,915723008,211.30388870764963,211.72756958007807,211.09204153714933,211.72756958007807,54293800.0
1780.3699951171875,1873.9300537109373,1755.3499755859375,1848.5699462890625,1848.5699462890625,799489984,211.26861050606527,211.4628003996201,210.19174417583343,211.2950897216797,62358300.0
1845.760009765625,1856.1500244140625,1694.010009765625,1724.239990234375,1724.239990234375,740984000,211.0390962850754,211.3392030272549,210.66837381498783,210.94200134277344,53912700.0
1723.1199951171875,1812.989990234375,1651.0799560546875,1804.9100341796875,1804.9100341796875,579635008,211.3745241692149,212.23072137731836,211.35686686954804,212.10714721679688,61918900.0
1800.8599853515625,1831.4200439453125,1776.6199951171875,1808.9100341796875,1808.9100341796875,437196000,211.3745241692149,212.23072137731836,211.35686686954804,212.10714721679688,61918900.0
1808.43994140625,1812.800048828125,1708.5400390625,1738.4300537109375,1738.4300537109375,731529024,211.3745241692149,212.23072137731836,211.35686686954804,212.10714721679688,61918900.0
1741.699951171875,1785.93994140625,1686.5400390625,1734.449951171875,1734.449951171875,959044992,212.4072605245305,212.43373974056144,211.5157621581493,211.9129638671875,51241800.0
1726.72998046875,1864.050048828125,1661.9100341796875,1839.0899658203125,1839.0899658203125,1064729984,211.91295236389777,211.91295236389777,208.0909619242043,208.1527557373047,172174100.0
1818.699951171875,1904.47998046875,1807.1199951171875,1888.6500244140625,1888.6500244140625,894321024,208.07329626716415,209.856306300094,207.80849066329185,208.9912872314453,107047700.0
1897.3699951171875,2004.52001953125,1890.25,1987.7099609375,1987.7099609375,1157289984,209.48559733073148,211.03028107278004,209.4326389002616,210.35061645507807,115011400.0
1984.239990234375,2084.72998046875,1974.9200439453125,2084.72998046875,2084.72998046875,961336000,210.87144774527465,211.58642715028776,210.80084546513757,211.4187164306641,61010600.0
2067.030029296875,2119.080078125,2037.5,2041.199951171875,2041.199951171875,1147859968,210.87144774527465,211.58642715028776,210.80084546513757,211.4187164306641,61010600.0
2043.18994140625,2303.89990234375,2017.8699951171875,2173.39990234375,2173.39990234375,1942220032,210.87144774527465,211.58642715028776,210.80084546513757,211.4187164306641,61010600.0
2191.56005859375,2320.820068359375,2178.5,2320.419921875,2320.419921875,1378749952,211.79818632864055,212.0541700111389,211.4098065817964,211.88645935058597,48341700.0
2321.3701171875,2523.719970703125,2321.3701171875,2443.639892578125,2443.639892578125,1725379968,212.12484331522484,212.48673047886012,211.7805865173344,212.3808135986328,46927700.0
2446.239990234375,2763.7099609375,2285.300048828125,2304.97998046875,2304.97998046875,2406700032,212.90153164900732,213.6782911422904,212.68969794616444,213.3958282470703,64071700.0
2320.889892578125,2573.7900390625,2071.989990234375,2202.419921875,2202.419921875,1763480064,213.20166349805208,213.51942755833483,213.12222585012483,213.3517303466797,46629900.0
2196.27001953125,2260.199951171875,1855.8299560546875,2038.8699951171875,2038.8699951171875,1700480000,213.02515035878488,213.42235210327348,212.86627504841945,213.1663818359375,35201900.0
2054.080078125,2267.340087890625,2054.080078125,2155.800048828125,2155.800048828125,1147139968,213.02515035878488,213.42235210327348,212.86627504841945,213.1663818359375,35201900.0
2159.429931640625,2307.050048828125,2107.169921875,2255.610107421875,2255.610107421875,994625024,213.02515035878488,213.42235210327348,212.86627504841945,213.1663818359375,35201900.0
2255.360107421875,2301.9599609375,2124.570068359375,2175.469970703125,2175.469970703125,1443970048,213.02515035878488,213.42235210327348,212.86627504841945,213.1663818359375,35201900.0
2187.18994140625,2311.080078125,2145.570068359375,2286.409912109375,2286.409912109375,1544829952,213.4664532272861,213.50176782500603,212.40724426142532,213.11338806152344,91796000.0
2288.330078125,2448.389892578125,2288.330078125,2407.8798828125,2407.8798828125,1653180032,213.58118594728285,214.82576276599625,213.28990115129216,214.80810546875,68962000.0
2404.030029296875,2488.550048828125,2373.320068359375,2488.550048828125,2488.550048828125,1317030016,214.86110969756612,215.6820058373756,214.5610029232592,215.5231170654297,88666100.0
2493.719970703125,2581.909912109375,2423.570068359375,2515.35009765625,2515.35009765625,1514950016,215.34652422248345,215.63780899909165,215.1611562851616,215.3641815185547,44698800.0
2547.7900390625,2585.889892578125,2452.5400390625,2511.81005859375,2511.81005859375,1355120000,215.34652422248345,215.63780899909165,215.1611562851616,215.3641815185547,44698800.0
2512.39990234375,2686.81005859375,2510.219970703125,2686.81005859375,2686.81005859375,1369309952,215.34652422248345,215.63780899909165,215.1611562851616,215.3641815185547,44698800.0
2690.840087890625,2999.909912109375,2690.840087890625,2863.199951171875,2863.199951171875,2089609984,214.7904437143453,215.35535599735783,214.5962538543812,214.6757049560547,50375400.0
2869.3798828125,2869.3798828125,2700.56005859375,2732.159912109375,2732.159912109375,1517709952,215.01999383719155,215.30244330440297,214.34032918295995,215.0729522705078,54144300.0
2720.489990234375,2815.300048828125,2670.949951171875,2805.6201171875,2805.6201171875,1281170048,215.1700110932657,215.6643076793221,214.6403999118786,215.1788330078125,65950700.0
2807.43994140625,2901.7099609375,2795.6201171875,2823.81005859375,2823.81005859375,1348950016,215.4525084904368,216.26456927244232,213.5635812767647,214.852294921875,132256400.0
2828.139892578125,2950.989990234375,2746.550048828125,2947.7099609375,2947.7099609375,2018889984,214.6050936904189,214.86106389191715,213.94308646368685,214.80810546875,86108100.0
2942.409912109375,2996.60009765625,2840.530029296875,2958.110107421875,2958.110107421875,1752400000,214.6050936904189,214.86106389191715,213.94308646368685,214.80810546875,86108100.0
2953.219970703125,2997.260009765625,2518.56005859375,2659.6298828125,2659.6298828125,2569530112,214.6050936904189,214.86106389191715,213.94308646368685,214.80810546875,86108100.0
2680.909912109375,2789.0400390625,2650.3798828125,2717.02001953125,2717.02001953125,1781200000,215.3554037083449,215.91149420040244,215.0023385039564,215.8585357666016,60067000.0
2716.8798828125,2786.830078125,2412.93994140625,2506.3701171875,2506.3701171875,1696560000,216.13218558366816,216.14100750068565,214.74637690311627,215.58493041992188,78602300.0
2499.580078125,2534.7099609375,2212.9599609375,2464.580078125,2464.580078125,2026259968,214.20791636994304,215.29361811069384,213.92546690703168,215.1700439453125,66464900.0
2469.570068359375,2539.919921875,2385.14990234375,2518.56005859375,2518.56005859375,1195190016,215.3323528614331,215.38556954895856,214.32119519568585,215.217041015625,84553100.0
2514.010009765625,2685.18994140625,2484.9599609375,2655.8798828125,2655.8798828125,1534509952,216.05966725711275,217.0708249093305,215.96209881987005,217.0087432861328,65123800.0
